alert_id,incident_id,timestamp,last_seen,duration_minutes,event_count,username,source_ip,affected_hosts,threat_type,triggered_indicators,triggered_rule_ids,mitre_techniques,ml_anomaly_score,ml_tier,rule_score,ml_bonus,risk_score,severity,status,recommended_response,label,scenarios
ALT-000126,INC-000126,2024-01-27 00:49:44,2024-01-27 00:53:48,4.07,9,employee23,198.51.100.208,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.096068,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000127,INC-000127,2024-01-27 05:34:52,2024-01-27 05:45:52,11.0,3,employee16,10.20.0.17,"admin-portal,backup-server-01,vpn-gateway",Privilege Escalation,Privilege Escalation | Unusual Login Time,"R2,R5,nan",T1078 - Valid Accounts; T1098 - Account Manipulation,0.104325,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,privilege_escalation
ALT-000128,INC-000128,2024-01-28 02:02:19,2024-01-28 02:07:25,5.1,9,employee17,198.51.100.64,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.107772,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000129,INC-000129,2024-01-29 01:58:34,2024-01-29 02:03:55,5.35,13,employee06,203.0.113.150,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.107772,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000130,INC-000130,2024-01-29 05:22:38,2024-01-29 05:28:52,6.23,11,employee19,198.51.100.87,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.049693,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000131,INC-000131,2024-01-30 05:27:32,2024-01-30 05:32:21,4.82,8,admin05,192.0.2.32,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.074502,strong,35,15,50,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000132,INC-000132,2024-01-01 01:55:26,2024-01-01 02:02:19,6.88,6,employee04,10.20.0.5,"backup-server-01,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.20185,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000133,INC-000133,2024-01-02 00:55:46,2024-01-02 01:02:24,6.63,6,employee15,10.20.0.16,"app-server-01,backup-server-01,db-server-01,dc-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.184121,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000134,INC-000134,2024-01-02 03:11:52,2024-01-02 03:17:45,5.88,6,employee26,10.20.0.27,"backup-server-01,db-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.185114,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000135,INC-000135,2024-01-03 03:05:27,2024-01-03 03:12:09,6.7,6,employee08,10.20.0.9,"admin-jump-host,backup-server-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.17002,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000136,INC-000136,2024-01-05 04:05:51,2024-01-05 04:13:00,7.15,6,employee11,10.20.0.12,"backup-server-01,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.188399,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000137,INC-000137,2024-01-08 05:48:35,2024-01-08 05:55:48,7.22,6,employee11,10.20.0.12,"backup-server-01,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.182178,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000138,INC-000138,2024-01-09 00:04:00,2024-01-09 00:10:41,6.68,6,employee28,10.20.0.29,"admin-jump-host,app-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.164231,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000139,INC-000139,2024-01-10 02:48:16,2024-01-10 02:55:51,7.58,6,employee16,10.20.0.17,"admin-jump-host,app-server-01,backup-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.169047,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000140,INC-000140,2024-01-10 05:02:56,2024-01-10 05:08:48,5.87,6,employee12,10.20.0.13,"admin-jump-host,app-server-01,backup-server-01,db-server-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.149402,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000141,INC-000141,2024-01-11 01:15:02,2024-01-11 01:20:55,5.88,6,employee01,10.20.0.2,"admin-jump-host,app-server-01,db-server-01,dc-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.202104,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000142,INC-000142,2024-01-12 00:28:54,2024-01-12 00:34:56,6.03,6,employee30,10.20.0.31,"admin-jump-host,app-server-01,backup-server-01,db-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.169047,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000143,INC-000143,2024-01-12 03:10:13,2024-01-12 03:17:19,7.1,6,employee06,10.20.0.7,"admin-jump-host,db-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.160558,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000144,INC-000144,2024-01-14 00:20:50,2024-01-14 00:27:23,6.55,6,employee32,10.20.0.33,"app-server-01,backup-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.203122,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000145,INC-000145,2024-01-14 01:23:29,2024-01-14 01:31:26,7.95,6,employee38,10.20.0.39,"admin-jump-host,app-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.202104,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000146,INC-000146,2024-01-16 02:02:49,2024-01-16 02:09:56,7.12,6,employee29,10.20.0.30,"app-server-01,backup-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.202104,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000147,INC-000147,2024-01-16 04:41:15,2024-01-16 04:50:08,8.88,6,employee03,10.20.0.4,"admin-jump-host,app-server-01,db-server-01,dc-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.159838,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000148,INC-000148,2024-01-17 03:25:01,2024-01-17 03:32:30,7.48,6,admin03,10.30.0.3,"admin-jump-host,backup-server-01,db-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.169047,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000149,INC-000149,2024-01-17 04:49:09,2024-01-17 04:55:27,6.3,6,employee38,10.20.0.39,"admin-jump-host,backup-server-01,db-server-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.148457,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000150,INC-000150,2024-01-18 03:02:47,2024-01-18 03:08:36,5.82,6,employee18,10.20.0.19,"admin-jump-host,app-server-01,db-server-01,dc-01,file-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.198806,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000151,INC-000151,2024-01-19 02:04:48,2024-01-19 02:12:32,7.73,6,employee28,10.20.0.29,"admin-jump-host,app-server-01,db-server-01,dc-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.20185,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000152,INC-000152,2024-01-19 04:22:41,2024-01-19 04:30:13,7.53,6,employee07,10.20.0.8,"admin-jump-host,backup-server-01,db-server-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.159838,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000153,INC-000153,2024-01-20 04:28:19,2024-01-20 04:33:28,5.15,6,admin05,10.30.0.5,"app-server-01,backup-server-01,db-server-01,dc-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.197541,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000154,INC-000154,2024-01-20 05:12:44,2024-01-20 05:18:11,5.45,6,employee37,10.20.0.38,"admin-jump-host,dc-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.135559,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000155,INC-000155,2024-01-21 04:03:51,2024-01-21 04:11:01,7.17,6,employee01,10.20.0.2,"app-server-01,backup-server-01,db-server-01,dc-01,file-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.167842,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000156,INC-000156,2024-01-22 01:10:56,2024-01-22 01:16:44,5.8,6,admin01,10.30.0.1,"backup-server-01,db-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.20181,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000157,INC-000157,2024-01-22 01:58:15,2024-01-22 02:04:35,6.33,6,admin03,10.30.0.3,"admin-jump-host,backup-server-01,db-server-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.169776,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000158,INC-000158,2024-01-22 03:11:47,2024-01-22 03:19:47,8.0,4,employee23,10.20.0.24,"app-server-01,mail-server-01,vpn-gateway",Credential Access,Credential-Access Activity | Unusual Login Time,"R2,R8",T1003 - OS Credential Dumping; T1078 - Valid Accounts,-0.005577,weak,40,5,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_access
ALT-000159,INC-000159,2024-01-22 03:14:06,2024-01-22 03:19:55,5.82,6,employee15,10.20.0.16,"admin-jump-host,db-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.184121,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000160,INC-000160,2024-01-22 04:25:14,2024-01-22 04:30:53,5.65,6,employee36,10.20.0.37,"backup-server-01,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.148221,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000161,INC-000161,2024-01-23 03:43:24,2024-01-23 03:45:24,2.0,2,employee19,10.20.0.20,"mail-server-01,vpn-gateway",Credential Access,Credential-Access Activity | Unusual Login Time,"R2,R8",T1003 - OS Credential Dumping; T1078 - Valid Accounts,0.032554,weak,40,5,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_access
ALT-000162,INC-000162,2024-01-24 02:52:37,2024-01-24 02:59:25,6.8,6,admin01,10.30.0.1,"admin-jump-host,dc-01,file-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.183873,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000163,INC-000163,2024-01-24 05:43:51,2024-01-24 05:51:00,7.15,6,employee33,10.20.0.34,"admin-jump-host,app-server-01,backup-server-01,db-server-01,file-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.148693,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000164,INC-000164,2024-01-26 03:56:24,2024-01-26 04:02:47,6.38,6,employee17,10.20.0.18,"admin-jump-host,app-server-01,backup-server-01,db-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.148457,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000165,INC-000165,2024-01-27 00:20:27,2024-01-27 00:25:56,5.48,6,employee32,10.20.0.33,"admin-jump-host,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.203122,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000166,INC-000166,2024-01-28 01:11:54,2024-01-28 01:17:56,6.03,6,employee16,10.20.0.17,"admin-jump-host,backup-server-01,db-server-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.169776,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000167,INC-000167,2024-01-28 02:25:58,2024-01-28 02:33:02,7.07,6,admin01,10.30.0.1,"backup-server-01,db-server-01,dc-01,file-server-01,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.20185,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000168,INC-000168,2024-01-29 02:08:05,2024-01-29 02:14:32,6.45,6,employee14,10.20.0.15,"backup-server-01,db-server-01,dc-01,hr-portal,mail-server-01,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.202104,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000169,INC-000169,2024-01-30 05:57:21,2024-01-30 06:04:06,6.75,6,employee15,10.20.0.16,"app-server-01,backup-server-01,dc-01,file-server-01,hr-portal,vpn-gateway",Lateral Movement,Multiple Host Access (Lateral Movement) | Unusual Login Time,"R2,R6,nan",T1021 - Remote Services; T1078 - Valid Accounts,0.182178,strong,30,15,45,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,lateral_movement
ALT-000170,INC-000170,2024-01-01 01:46:49,2024-01-01 01:53:49,7.0,3,employee03,192.0.2.119,"file-server-01,hr-portal,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.128472,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000171,INC-000171,2024-01-01 04:56:34,2024-01-01 05:12:34,16.0,4,employee15,203.0.113.144,"app-server-01,db-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.112744,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000172,INC-000172,2024-01-03 03:59:34,2024-01-03 04:01:34,2.0,2,employee27,198.51.100.3,"hr-portal,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.050125,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000173,INC-000173,2024-01-04 01:11:09,2024-01-04 01:23:09,12.0,4,employee32,198.51.100.244,"db-server-01,mail-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.069095,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000174,INC-000174,2024-01-04 02:58:22,2024-01-04 03:06:22,8.0,3,employee09,203.0.113.154,"hr-portal,mail-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.066434,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000175,INC-000175,2024-01-05 01:46:48,2024-01-05 01:49:48,3.0,2,employee33,198.51.100.43,"db-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.049659,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000176,INC-000176,2024-01-07 00:14:01,2024-01-07 00:21:01,7.0,3,employee14,192.0.2.52,"app-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.075711,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000177,INC-000177,2024-01-09 00:28:17,2024-01-09 00:36:17,8.0,2,employee07,198.51.100.134,"mail-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.050107,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000178,INC-000178,2024-01-09 02:30:49,2024-01-09 02:43:49,13.0,4,employee39,192.0.2.107,"app-server-01,db-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.069095,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000179,INC-000179,2024-01-09 04:34:36,2024-01-09 04:53:36,19.0,4,admin05,203.0.113.163,"app-server-01,db-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.054377,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000180,INC-000180,2024-01-14 00:56:25,2024-01-14 01:04:25,8.0,2,employee02,198.51.100.140,"db-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.049659,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000181,INC-000181,2024-01-18 03:25:19,2024-01-18 03:34:19,9.0,3,employee27,198.51.100.141,"app-server-01,db-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.067477,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000182,INC-000182,2024-01-18 05:11:13,2024-01-18 05:17:14,6.02,11,employee23,198.51.100.217,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.041171,weak,35,5,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000183,INC-000183,2024-01-20 00:24:01,2024-01-20 00:33:01,9.0,3,employee21,192.0.2.22,"file-server-01,hr-portal,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.075711,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000184,INC-000184,2024-01-20 01:21:54,2024-01-20 01:23:54,2.0,2,employee18,192.0.2.227,"file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.050107,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000185,INC-000185,2024-01-21 02:36:46,2024-01-21 02:42:46,6.0,3,employee02,192.0.2.40,"app-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.067477,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000186,INC-000186,2024-01-22 01:03:54,2024-01-22 01:13:54,10.0,3,employee39,203.0.113.201,"app-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.067562,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000187,INC-000187,2024-01-23 03:31:22,2024-01-23 03:34:22,3.0,2,employee09,192.0.2.180,"hr-portal,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.069089,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000188,INC-000188,2024-01-23 04:15:28,2024-01-23 04:21:18,5.83,9,employee23,198.51.100.118,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.021011,weak,35,5,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000189,INC-000189,2024-01-23 05:37:51,2024-01-23 05:41:53,4.03,8,employee23,198.51.100.166,vpn-gateway,Credential Abuse,Multiple Failed Logins | New / Unrecognised Device | Unusual Login Time,"R1,R2,R3",T1078 - Valid Accounts; T1110 - Brute Force,0.041171,weak,35,5,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,credential_brute_force
ALT-000190,INC-000190,2024-01-25 03:33:51,2024-01-25 03:39:51,6.0,3,employee14,203.0.113.179,"file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.049457,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000191,INC-000191,2024-01-26 01:19:21,2024-01-26 01:40:21,21.0,4,employee15,192.0.2.19,"app-server-01,file-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.068019,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000192,INC-000192,2024-01-28 00:07:08,2024-01-28 00:17:08,10.0,3,employee13,192.0.2.41,"app-server-01,db-server-01,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.066767,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
ALT-000193,INC-000193,2024-01-30 04:30:57,2024-01-30 04:42:57,12.0,3,employee33,192.0.2.207,"file-server-01,hr-portal,vpn-gateway",Unrecognized Device,New / Unrecognised Device | Unusual Login Time,"R2,R3,nan",T1078 - Valid Accounts,0.054377,strong,25,15,40,MEDIUM,New,Investigate account activity and source IP. Verify with the user.,1,unusual_login
