event_id,timestamp,username,source_ip,destination_host,event_type,login_status,device_id,login_hour,privilege_level,new_device,mfa_event,process_name,failed_login_count,unique_host_count,unique_ip_count,login_frequency,remote_login,privilege_escalation,credential_access,scenario,label,is_sensitive_host,is_dc_access,event_type_code,user_avg_login_hour,hour_deviation,time_since_last_event_min,failed_success_ratio,triggered_rules,rule_count,rule_score,anomaly_score,anomaly_prediction,is_anomaly,ml_tier
EVT-002306,2024-01-08 08:31:59,employee22,10.20.0.23,vpn-gateway,login,success,DEV-1022,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,1385.22,0.0,,0.0,0.0,-0.113233,1,0,none
EVT-002307,2024-01-08 08:37:02,employee23,10.20.0.24,vpn-gateway,login,success,DEV-1023,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,5.0,3.0,429.58,0.0,,0.0,0.0,-0.027295,1,0,weak
EVT-002308,2024-01-08 08:37:18,employee24,10.20.0.25,vpn-gateway,logout,,DEV-1024,8,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,9.0,0.0,,0.0,0.0,-0.097958,1,0,none
EVT-002309,2024-01-08 08:38:12,employee18,10.20.0.19,vpn-gateway,login,success,DEV-1018,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.5,0.5,1281.67,0.0,,0.0,0.0,-0.08963,1,0,none
EVT-002310,2024-01-08 08:39:02,employee26,10.20.0.27,vpn-gateway,logout,,DEV-1026,8,user,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,18.0,0.0,,0.0,0.0,-0.112071,1,0,none
EVT-002311,2024-01-08 08:39:13,employee25,10.20.0.26,file-server-01,server_access,,DEV-1025,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,0.0,23.0,0.0,,0.0,0.0,-0.048354,1,0,none
EVT-002312,2024-01-08 08:39:15,employee27,10.20.0.28,vpn-gateway,login,success,DEV-1027,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,1232.42,0.0,,0.0,0.0,-0.113948,1,0,none
EVT-002313,2024-01-08 08:42:27,employee21,10.20.0.22,vpn-gateway,login,success,DEV-1021,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,1237.95,0.0,,0.0,0.0,-0.080912,1,0,none
EVT-002314,2024-01-08 08:45:18,employee18,10.20.0.19,vpn-gateway,login,success,DEV-1018,8,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,8.5,0.5,7.1,0.0,,0.0,0.0,-0.049778,1,0,none
EVT-002315,2024-01-08 08:45:32,employee11,10.20.0.12,hr-portal,file_access,,DEV-1011,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,22.0,0.0,,0.0,0.0,-0.099431,1,0,none
EVT-002316,2024-01-08 08:45:54,admin01,10.30.0.1,vpn-gateway,logout,,DEV-2001,8,admin,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,23.0,0.0,,0.0,0.0,-0.111355,1,0,none
EVT-002317,2024-01-08 08:46:53,employee06,10.20.0.7,vpn-gateway,login,success,DEV-1006,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,2687.62,0.0,,0.0,0.0,-0.01855,1,0,weak
EVT-002318,2024-01-08 08:47:15,employee27,10.20.0.28,mail-server-01,server_access,,DEV-1027,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,1.0,8.0,0.0,,0.0,0.0,-0.088658,1,0,none
EVT-002319,2024-01-08 08:47:44,employee04,10.20.0.5,vpn-gateway,login,success,DEV-1004,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,1450.03,0.0,,0.0,0.0,-0.105844,1,0,none
EVT-002320,2024-01-08 08:47:59,employee22,10.20.0.23,mail-server-01,email_access,,DEV-1022,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,16.0,0.0,,0.0,0.0,-0.126226,1,0,none
EVT-002321,2024-01-08 08:50:27,employee21,10.20.0.22,mail-server-01,server_access,,DEV-1021,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,8.0,0.0,8.0,0.0,,0.0,0.0,-0.073315,1,0,none
EVT-002322,2024-01-08 08:51:20,admin05,10.30.0.5,vpn-gateway,login,success,DEV-2005,8,admin,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,2640.55,0.0,,0.0,0.0,-0.046434,1,0,none
EVT-002323,2024-01-08 08:51:59,employee22,10.20.0.23,hr-portal,email_access,,DEV-1022,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,4.0,0.0,,0.0,0.0,-0.126814,1,0,none
EVT-002324,2024-01-08 08:52:01,employee16,10.20.0.17,vpn-gateway,login,success,DEV-1016,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,1279.97,0.0,,0.0,0.0,-0.084484,1,0,none
EVT-002325,2024-01-08 08:52:15,employee27,10.20.0.28,mail-server-01,file_access,,DEV-1027,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,1.0,5.0,0.0,,0.0,0.0,-0.129292,1,0,none
EVT-002326,2024-01-08 08:53:12,employee18,10.20.0.19,hr-portal,file_access,,DEV-1018,8,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,8.5,0.5,7.9,0.0,,0.0,0.0,-0.097071,1,0,none
EVT-002327,2024-01-08 08:53:13,employee25,10.20.0.26,file-server-01,email_access,,DEV-1025,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,8.0,0.0,14.0,0.0,,0.0,0.0,-0.10463,1,0,none
EVT-002328,2024-01-08 08:53:44,employee04,10.20.0.5,hr-portal,server_access,,DEV-1004,8,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,1.0,6.0,0.0,,0.0,0.0,-0.086949,1,0,none
EVT-002329,2024-01-08 08:56:02,employee23,10.20.0.24,hr-portal,server_access,,DEV-1023,8,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,5.0,3.0,19.0,0.0,,0.0,0.0,-0.031388,1,0,weak
EVT-002330,2024-01-08 08:56:10,employee29,10.20.0.30,vpn-gateway,login,success,DEV-1029,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,0.0,1430.55,0.0,,0.0,0.0,-0.077281,1,0,none
EVT-002331,2024-01-08 08:58:23,employee09,10.20.0.10,vpn-gateway,login,success,DEV-1009,8,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,362.63,0.0,,0.0,0.0,-0.095624,1,0,none
EVT-002332,2024-01-08 08:59:59,employee22,10.20.0.23,vpn-gateway,logout,,DEV-1022,8,user,0,none,,0,3,1,1,1,0,0,normal,0,0,0,1,9.0,1.0,8.0,0.0,,0.0,0.0,-0.036269,1,0,none
EVT-002333,2024-01-08 09:00:18,employee18,10.20.0.19,hr-portal,server_access,,DEV-1018,9,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,4,8.5,0.5,7.1,0.0,,0.0,0.0,-0.081259,1,0,none
EVT-002334,2024-01-08 09:01:01,employee37,10.20.0.38,vpn-gateway,login,success,DEV-1037,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,190.07,0.0,,0.0,0.0,-0.112909,1,0,none
EVT-002335,2024-01-08 09:01:42,employee15,10.20.0.16,vpn-gateway,login,success,DEV-1015,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1379.17,0.0,,0.0,0.0,-0.103804,1,0,none
EVT-002336,2024-01-08 09:01:57,employee08,10.20.0.9,vpn-gateway,login,success,DEV-1008,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1318.48,0.0,,0.0,0.0,-0.104984,1,0,none
EVT-002337,2024-01-08 09:02:08,employee02,10.20.0.3,vpn-gateway,login,success,DEV-1002,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1299.65,0.0,,0.0,0.0,-0.103951,1,0,none
EVT-002338,2024-01-08 09:04:12,employee18,10.20.0.19,file-server-01,server_access,,DEV-1018,9,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,4,8.5,0.5,3.9,0.0,,0.0,0.0,-0.078989,1,0,none
EVT-002339,2024-01-08 09:04:17,employee39,10.20.0.40,vpn-gateway,login,success,DEV-1039,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,4133.48,0.0,,0.0,0.0,0.000656,-1,1,weak
EVT-002340,2024-01-08 09:04:40,admin05,10.30.0.5,vpn-gateway,login,success,DEV-2005,9,admin,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,13.33,0.0,,0.0,0.0,-0.080811,1,0,none
EVT-002341,2024-01-08 09:05:18,employee18,10.20.0.19,vpn-gateway,logout,,DEV-1018,9,user,0,none,,0,3,1,2,1,0,0,normal,0,0,0,1,8.5,0.5,1.1,0.0,,0.0,0.0,-0.023125,1,0,weak
EVT-002342,2024-01-08 09:05:20,admin05,10.30.0.5,db-server-01,email_access,,DEV-2005,9,admin,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,0.0,0.67,0.0,,0.0,0.0,-0.100748,1,0,none
EVT-002343,2024-01-08 09:06:25,employee38,10.20.0.39,vpn-gateway,login,success,DEV-1038,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,1332.42,0.0,,0.0,0.0,-0.113091,1,0,none
EVT-002344,2024-01-08 09:06:29,employee36,10.20.0.37,vpn-gateway,login,success,DEV-1036,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,1298.02,0.0,,0.0,0.0,-0.11236,1,0,none
EVT-002345,2024-01-08 09:07:10,employee29,10.20.0.30,hr-portal,file_access,,DEV-1029,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,1.0,11.0,0.0,,0.0,0.0,-0.153193,1,0,none
EVT-002346,2024-01-08 09:08:20,admin05,10.30.0.5,dc-01,server_access,,DEV-2005,9,admin,0,none,,0,3,1,2,0,0,0,normal,0,1,1,4,9.0,0.0,3.0,0.0,,0.0,0.0,0.133256,-1,1,strong
EVT-002347,2024-01-08 09:08:30,employee10,10.20.0.11,vpn-gateway,login,success,DEV-1010,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1191.97,0.0,,0.0,0.0,-0.09973,1,0,none
EVT-002348,2024-01-08 09:08:44,employee04,10.20.0.5,hr-portal,email_access,,DEV-1004,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,15.0,0.0,,0.0,0.0,-0.134725,1,0,none
EVT-002349,2024-01-08 09:09:53,employee06,10.20.0.7,file-server-01,server_access,,DEV-1006,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,23.0,0.0,,0.0,0.0,-0.094339,1,0,none
EVT-002350,2024-01-08 09:09:57,employee08,10.20.0.9,mail-server-01,file_access,,DEV-1008,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,8.0,0.0,,0.0,0.0,-0.140779,1,0,none
EVT-002351,2024-01-08 09:10:01,employee16,10.20.0.17,mail-server-01,server_access,,DEV-1016,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,18.0,0.0,,0.0,0.0,-0.100501,1,0,none
EVT-002352,2024-01-08 09:10:40,admin05,10.30.0.5,mail-server-01,server_access,,DEV-2005,9,admin,0,none,,0,4,1,2,0,0,0,normal,0,0,0,4,9.0,0.0,2.33,0.0,R6,1.0,20.0,0.020851,-1,1,weak
EVT-002353,2024-01-08 09:11:32,employee11,10.20.0.12,vpn-gateway,logout,,DEV-1011,9,user,0,none,,0,1,1,0,1,0,0,normal,0,0,0,1,8.0,1.0,26.0,0.0,,0.0,0.0,-0.069715,1,0,none
EVT-002354,2024-01-08 09:12:02,employee23,10.20.0.24,mail-server-01,server_access,,DEV-1023,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,5.0,4.0,16.0,0.0,,0.0,0.0,-0.017535,1,0,weak
EVT-002355,2024-01-08 09:13:29,employee36,10.20.0.37,file-server-01,file_access,,DEV-1036,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,1.0,7.0,0.0,,0.0,0.0,-0.151418,1,0,none
EVT-002356,2024-01-08 09:13:38,admin01,10.30.0.1,vpn-gateway,login,success,DEV-2001,9,admin,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,27.73,0.0,,0.0,0.0,-0.113257,1,0,none
EVT-002357,2024-01-08 09:13:45,employee14,10.20.0.15,vpn-gateway,login,success,DEV-1014,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1366.2,0.0,,0.0,0.0,-0.103653,1,0,none
EVT-002358,2024-01-08 09:14:30,employee10,10.20.0.11,hr-portal,file_access,,DEV-1010,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,6.0,0.0,,0.0,0.0,-0.138224,1,0,none
EVT-002359,2024-01-08 09:15:23,employee09,10.20.0.10,hr-portal,email_access,,DEV-1009,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,17.0,0.0,,0.0,0.0,-0.137559,1,0,none
EVT-002360,2024-01-08 09:15:47,employee03,10.20.0.4,vpn-gateway,login,success,DEV-1003,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1352.83,0.0,,0.0,0.0,-0.103866,1,0,none
EVT-002361,2024-01-08 09:16:27,employee21,10.20.0.22,vpn-gateway,logout,,DEV-1021,9,user,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,26.0,0.0,,0.0,0.0,-0.137997,1,0,none
EVT-002362,2024-01-08 09:16:42,employee15,10.20.0.16,mail-server-01,server_access,,DEV-1015,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,15.0,0.0,,0.0,0.0,-0.08935,1,0,none
EVT-002363,2024-01-08 09:17:10,employee29,10.20.0.30,hr-portal,server_access,,DEV-1029,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,10.0,0.0,,0.0,0.0,-0.092104,1,0,none
EVT-002364,2024-01-08 09:17:15,employee27,10.20.0.28,hr-portal,server_access,,DEV-1027,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,25.0,0.0,,0.0,0.0,-0.072851,1,0,none
EVT-002365,2024-01-08 09:17:40,admin05,10.30.0.5,vpn-gateway,logout,,DEV-2005,9,admin,0,none,,0,4,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,7.0,0.0,,0.0,0.0,0.009784,-1,1,weak
EVT-002366,2024-01-08 09:19:29,employee36,10.20.0.37,vpn-gateway,logout,,DEV-1036,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,6.0,0.0,,0.0,0.0,-0.125794,1,0,none
EVT-002367,2024-01-08 09:19:42,admin05,10.30.0.5,vpn-gateway,login,success,DEV-2005,9,admin,0,push,,0,4,1,3,1,0,0,normal,0,0,0,1,9.0,0.0,2.03,0.0,,0.0,0.0,0.09344,-1,1,strong
EVT-002368,2024-01-08 09:20:20,admin05,10.30.0.5,vpn-gateway,logout,,DEV-2005,9,admin,0,none,,0,4,1,3,1,0,0,normal,0,0,0,1,9.0,0.0,0.63,0.0,,0.0,0.0,0.076132,-1,1,strong
EVT-002369,2024-01-08 09:20:47,employee03,10.20.0.4,hr-portal,server_access,,DEV-1003,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,5.0,0.0,,0.0,0.0,-0.09684,1,0,none
EVT-002370,2024-01-08 09:21:13,employee25,10.20.0.26,vpn-gateway,logout,,DEV-1025,9,user,0,none,,0,1,1,0,1,0,0,normal,0,0,0,1,8.0,1.0,28.0,0.0,,0.0,0.0,-0.065943,1,0,none
EVT-002371,2024-01-08 09:23:08,employee02,10.20.0.3,file-server-01,file_access,,DEV-1002,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,21.0,0.0,,0.0,0.0,-0.134036,1,0,none
EVT-002372,2024-01-08 09:23:42,employee15,10.20.0.16,vpn-gateway,logout,,DEV-1015,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,7.0,0.0,,0.0,0.0,-0.121039,1,0,none
EVT-002373,2024-01-08 09:24:01,employee37,10.20.0.38,hr-portal,email_access,,DEV-1037,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,8.0,1.0,23.0,0.0,,0.0,0.0,-0.138166,1,0,none
EVT-002374,2024-01-08 09:24:17,employee39,10.20.0.40,file-server-01,email_access,,DEV-1039,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,20.0,0.0,,0.0,0.0,-0.134318,1,0,none
EVT-002375,2024-01-08 09:24:23,employee09,10.20.0.10,mail-server-01,file_access,,DEV-1009,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,9.0,0.0,,0.0,0.0,-0.142261,1,0,none
EVT-002376,2024-01-08 09:24:36,employee07,10.20.0.8,vpn-gateway,login,success,DEV-1007,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1438.18,0.0,,0.0,0.0,-0.097038,1,0,none
EVT-002377,2024-01-08 09:24:53,employee06,10.20.0.7,hr-portal,server_access,,DEV-1006,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,15.0,0.0,,0.0,0.0,-0.098816,1,0,none
EVT-002378,2024-01-08 09:25:12,employee18,10.20.0.19,vpn-gateway,logout,,DEV-1018,9,user,0,none,,0,1,1,2,1,0,0,normal,0,0,0,1,8.5,0.5,19.9,0.0,,0.0,0.0,-0.09918,1,0,none
EVT-002379,2024-01-08 09:26:10,employee29,10.20.0.30,vpn-gateway,logout,,DEV-1029,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,9.0,0.0,,0.0,0.0,-0.129699,1,0,none
EVT-002380,2024-01-08 09:26:25,employee38,10.20.0.39,mail-server-01,server_access,,DEV-1038,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,20.0,0.0,,0.0,0.0,-0.100482,1,0,none
EVT-002381,2024-01-08 09:26:38,admin01,10.30.0.1,mail-server-01,email_access,,DEV-2001,9,admin,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,13.0,0.0,,0.0,0.0,-0.136914,1,0,none
EVT-002382,2024-01-08 09:27:37,employee07,10.20.0.8,vpn-gateway,login,success,DEV-1007,9,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,3.02,0.0,,0.0,0.0,-0.08048,1,0,none
EVT-002383,2024-01-08 09:27:57,employee08,10.20.0.9,hr-portal,email_access,,DEV-1008,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,18.0,0.0,,0.0,0.0,-0.136336,1,0,none
EVT-002384,2024-01-08 09:29:01,employee16,10.20.0.17,mail-server-01,server_access,,DEV-1016,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,19.0,0.0,,0.0,0.0,-0.100317,1,0,none
EVT-002385,2024-01-08 09:29:47,employee03,10.20.0.4,vpn-gateway,logout,,DEV-1003,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,9.0,0.0,,0.0,0.0,-0.122933,1,0,none
EVT-002386,2024-01-08 09:30:02,employee23,10.20.0.24,vpn-gateway,logout,,DEV-1023,9,user,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,5.0,4.0,18.0,0.0,,0.0,0.0,-0.052907,1,0,none
EVT-002387,2024-01-08 09:31:23,employee09,10.20.0.10,vpn-gateway,logout,,DEV-1009,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,7.0,0.0,,0.0,0.0,-0.121039,1,0,none
EVT-002388,2024-01-08 09:31:30,employee10,10.20.0.11,hr-portal,server_access,,DEV-1010,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,17.0,0.0,,0.0,0.0,-0.091508,1,0,none
EVT-002389,2024-01-08 09:31:31,admin03,10.30.0.3,vpn-gateway,login,success,DEV-2003,9,admin,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1289.07,0.0,,0.0,0.0,-0.10423,1,0,none
EVT-002390,2024-01-08 09:33:42,admin05,10.30.0.5,app-server-01,email_access,,DEV-2005,9,admin,0,none,,0,2,1,3,0,0,0,normal,0,0,0,2,9.0,0.0,13.37,0.0,,0.0,0.0,-0.034336,1,0,none
EVT-002391,2024-01-08 09:33:44,employee04,10.20.0.5,hr-portal,file_access,,DEV-1004,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,25.0,0.0,,0.0,0.0,-0.119721,1,0,none
EVT-002392,2024-01-08 09:34:01,employee37,10.20.0.38,file-server-01,server_access,,DEV-1037,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,10.0,0.0,,0.0,0.0,-0.110879,1,0,none
EVT-002393,2024-01-08 09:34:45,employee14,10.20.0.15,file-server-01,email_access,,DEV-1014,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,21.0,0.0,,0.0,0.0,-0.134036,1,0,none
EVT-002394,2024-01-08 09:34:53,employee06,10.20.0.7,hr-portal,server_access,,DEV-1006,9,user,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,8.0,1.0,10.0,0.0,,0.0,0.0,-0.092104,1,0,none
EVT-002395,2024-01-08 09:35:25,employee38,10.20.0.39,vpn-gateway,logout,,DEV-1038,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,9.0,0.0,,0.0,0.0,-0.129699,1,0,none
EVT-002396,2024-01-08 09:36:47,employee02,10.20.0.3,vpn-gateway,login,success,DEV-1002,9,user,0,push,,0,2,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,13.65,0.0,,0.0,0.0,-0.049191,1,0,none
EVT-002397,2024-01-08 09:37:10,employee13,10.20.0.14,vpn-gateway,login,success,DEV-1013,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1274.42,0.0,,0.0,0.0,-0.104789,1,0,none
EVT-002398,2024-01-08 09:39:44,employee04,10.20.0.5,vpn-gateway,logout,,DEV-1004,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,6.0,0.0,,0.0,0.0,-0.118375,1,0,none
EVT-002399,2024-01-08 09:40:53,employee06,10.20.0.7,vpn-gateway,logout,,DEV-1006,9,user,0,none,,0,2,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,6.0,0.0,,0.0,0.0,-0.125794,1,0,none
EVT-002400,2024-01-08 09:43:01,employee37,10.20.0.38,mail-server-01,email_access,,DEV-1037,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,8.0,1.0,9.0,0.0,,0.0,0.0,-0.1535,1,0,none
EVT-002401,2024-01-08 09:44:24,employee01,10.20.0.2,vpn-gateway,login,success,DEV-1001,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,8.0,1.0,1380.53,0.0,,0.0,0.0,-0.112839,1,0,none
EVT-002402,2024-01-08 09:44:38,admin01,10.30.0.1,hr-portal,file_access,,DEV-2001,9,admin,0,none,,0,1,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,18.0,0.0,,0.0,0.0,-0.136336,1,0,none
EVT-002403,2024-01-08 09:44:52,employee28,10.20.0.29,vpn-gateway,login,success,DEV-1028,9,user,0,push,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,1339.17,0.0,,0.0,0.0,-0.104797,1,0,none
EVT-002404,2024-01-08 09:45:30,employee10,10.20.0.11,file-server-01,email_access,,DEV-1010,9,user,0,none,,0,2,1,1,0,0,0,normal,0,0,0,2,9.0,0.0,14.0,0.0,,0.0,0.0,-0.136207,1,0,none
EVT-002405,2024-01-08 09:45:36,employee07,10.20.0.8,mail-server-01,email_access,,DEV-1007,9,user,0,none,,0,1,1,2,0,0,0,normal,0,0,0,2,9.0,0.0,17.98,0.0,,0.0,0.0,-0.09172,1,0,none
EVT-002406,2024-01-08 09:46:08,employee02,10.20.0.3,hr-portal,file_access,,DEV-1002,9,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,0.0,9.35,0.0,,0.0,0.0,-0.121456,1,0,none
EVT-002407,2024-01-08 09:46:17,employee39,10.20.0.40,vpn-gateway,logout,,DEV-1039,9,user,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,22.0,0.0,,0.0,0.0,-0.132068,1,0,none
EVT-002408,2024-01-08 09:46:37,employee07,10.20.0.8,file-server-01,server_access,,DEV-1007,9,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,4,9.0,0.0,1.02,0.0,,0.0,0.0,-0.066154,1,0,none
EVT-002409,2024-01-08 09:46:57,employee08,10.20.0.9,vpn-gateway,logout,,DEV-1008,9,user,0,none,,0,1,1,1,1,0,0,normal,0,0,0,1,9.0,0.0,19.0,0.0,,0.0,0.0,-0.132998,1,0,none
EVT-002410,2024-01-08 09:47:02,employee29,10.20.0.30,vpn-gateway,login,success,DEV-1029,9,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,8.0,1.0,20.87,0.0,,0.0,0.0,-0.088937,1,0,none
EVT-002411,2024-01-08 09:47:13,employee09,10.20.0.10,vpn-gateway,login,success,DEV-1009,9,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,15.83,0.0,,0.0,0.0,-0.080777,1,0,none
EVT-002412,2024-01-08 09:47:15,employee27,10.20.0.28,vpn-gateway,logout,,DEV-1027,9,user,0,none,,0,1,1,0,1,0,0,normal,0,0,0,1,9.0,0.0,30.0,0.0,,0.0,0.0,-0.045216,1,0,none
EVT-002413,2024-01-08 09:47:31,admin03,10.30.0.3,file-server-01,server_access,,DEV-2003,9,admin,0,none,,0,1,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,16.0,0.0,,0.0,0.0,-0.090752,1,0,none
EVT-002414,2024-01-08 09:50:31,admin03,10.30.0.3,app-server-01,server_access,,DEV-2003,9,admin,0,none,,0,2,1,1,0,0,0,normal,0,0,0,4,9.0,0.0,3.0,0.0,,0.0,0.0,-0.091178,1,0,none
EVT-002415,2024-01-08 09:52:28,employee03,10.20.0.4,vpn-gateway,login,success,DEV-1003,9,user,0,push,,0,1,1,2,1,0,0,normal,0,0,0,1,9.0,0.0,22.68,0.0,,0.0,0.0,-0.075823,1,0,none
EVT-002416,2024-01-08 09:52:42,admin05,10.30.0.5,hr-portal,server_access,,DEV-2005,9,admin,0,none,,0,1,1,2,0,0,0,normal,0,0,0,4,9.0,0.0,19.0,0.0,,0.0,0.0,-0.04778,1,0,none
EVT-002417,2024-01-08 09:52:47,employee02,10.20.0.3,mail-server-01,file_access,,DEV-1002,9,user,0,none,,0,2,1,2,0,0,0,normal,0,0,0,2,9.0,0.0,6.65,0.0,,0.0,0.0,-0.123394,1,0,none
