event_id,timestamp,username,source_ip,destination_host,event_type,rule_id,rule_name,evidence,risk_points,mitre,label
EVT-002229,2024-01-08 02:40:39,employee31,203.0.113.247,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-497',10,T1078 - Valid Accounts,1
EVT-002234,2024-01-08 02:49:39,employee31,203.0.113.247,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-002235,2024-01-08 02:49:45,employee09,10.20.0.10,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002236,2024-01-08 02:51:39,employee31,203.0.113.247,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002237,2024-01-08 02:52:39,employee31,203.0.113.247,mail-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'mail-server-01',25,T1003 - OS Credential Dumping,1
EVT-002238,2024-01-08 02:52:45,employee09,10.20.0.10,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002239,2024-01-08 02:53:31,employee31,203.0.113.247,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002240,2024-01-08 02:54:22,employee31,203.0.113.247,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002242,2024-01-08 02:55:03,employee31,203.0.113.247,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002244,2024-01-08 02:56:02,employee31,203.0.113.247,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002245,2024-01-08 02:57:26,employee31,203.0.113.247,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee31' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002246,2024-01-08 05:26:28,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002247,2024-01-08 05:26:55,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002248,2024-01-08 05:27:22,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002249,2024-01-08 05:27:29,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002250,2024-01-08 05:27:52,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002250,2024-01-08 05:27:52,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002251,2024-01-08 05:28:33,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002251,2024-01-08 05:28:33,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002252,2024-01-08 05:28:55,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002252,2024-01-08 05:28:55,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002253,2024-01-08 05:29:15,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002253,2024-01-08 05:29:15,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002254,2024-01-08 05:29:38,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,9 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002254,2024-01-08 05:29:38,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002255,2024-01-08 05:30:23,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002255,2024-01-08 05:30:23,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002256,2024-01-08 05:31:23,employee25,192.0.2.23,vpn-gateway,login,R1,Multiple Failed Logins,10 failed logins for 'employee25' in the last 15 min,15,T1110 - Brute Force,1
EVT-002256,2024-01-08 05:31:23,employee25,192.0.2.23,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002256,2024-01-08 05:31:23,employee25,192.0.2.23,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-684',10,T1078 - Valid Accounts,1
EVT-002264,2024-01-08 05:48:35,employee11,10.20.0.12,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002265,2024-01-08 05:49:57,employee37,203.0.113.105,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-002266,2024-01-08 05:50:00,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002269,2024-01-08 05:50:57,employee37,203.0.113.105,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002269,2024-01-08 05:50:57,employee37,203.0.113.105,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-1037',10,T1078 - Valid Accounts,1
EVT-002270,2024-01-08 05:51:09,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002271,2024-01-08 05:52:33,employee11,10.20.0.12,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002272,2024-01-08 05:52:37,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002273,2024-01-08 05:53:03,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002274,2024-01-08 05:54:16,employee11,10.20.0.12,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002275,2024-01-08 05:54:22,employee17,198.51.100.89,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-002275,2024-01-08 05:54:22,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002276,2024-01-08 05:55:48,employee11,10.20.0.12,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee11' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002277,2024-01-08 05:55:52,employee17,198.51.100.89,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-002277,2024-01-08 05:55:52,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002278,2024-01-08 05:56:56,employee17,198.51.100.89,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-002278,2024-01-08 05:56:56,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002279,2024-01-08 05:57:56,employee17,198.51.100.89,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee17' in the last 15 min,15,T1110 - Brute Force,1
EVT-002279,2024-01-08 05:57:56,employee17,198.51.100.89,vpn-gateway,login,R2,Unusual Login Time,Successful login at 05:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002279,2024-01-08 05:57:56,employee17,198.51.100.89,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-333',10,T1078 - Valid Accounts,1
EVT-002285,2024-01-08 06:07:56,employee17,198.51.100.89,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-002286,2024-01-08 06:09:56,employee17,198.51.100.89,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002287,2024-01-08 06:10:56,employee17,198.51.100.89,hr-portal,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'hr-portal',25,T1003 - OS Credential Dumping,1
EVT-002288,2024-01-08 06:12:08,employee17,198.51.100.89,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002289,2024-01-08 06:13:08,employee17,198.51.100.89,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002290,2024-01-08 06:14:04,employee17,198.51.100.89,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002291,2024-01-08 06:15:07,employee17,198.51.100.89,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002292,2024-01-08 06:16:35,employee17,198.51.100.89,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002352,2024-01-08 09:10:40,admin05,10.30.0.5,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'admin05' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,0
EVT-002575,2024-01-09 00:04:00,employee28,10.20.0.29,vpn-gateway,login,R2,Unusual Login Time,Successful login at 00:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002578,2024-01-09 00:07:32,employee28,10.20.0.29,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002579,2024-01-09 00:08:53,employee28,10.20.0.29,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002580,2024-01-09 00:10:41,employee28,10.20.0.29,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee28' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002581,2024-01-09 00:28:17,employee07,198.51.100.134,vpn-gateway,login,R2,Unusual Login Time,Successful login at 00:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002581,2024-01-09 00:28:17,employee07,198.51.100.134,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-968',10,T1078 - Valid Accounts,1
EVT-002582,2024-01-09 00:32:12,employee26,10.20.0.27,vpn-gateway,login,R2,Unusual Login Time,Successful login at 00:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002583,2024-01-09 00:35:12,employee26,10.20.0.27,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-002585,2024-01-09 00:39:12,employee26,10.20.0.27,app-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'app-server-01',25,T1003 - OS Credential Dumping,1
EVT-002586,2024-01-09 00:41:12,employee26,10.20.0.27,hr-portal,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'hr-portal',25,T1003 - OS Credential Dumping,1
EVT-002587,2024-01-09 01:38:38,employee20,10.20.0.21,vpn-gateway,login,R2,Unusual Login Time,Successful login at 01:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002588,2024-01-09 01:42:38,employee20,10.20.0.21,app-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'app-server-01',25,T1003 - OS Credential Dumping,1
EVT-002589,2024-01-09 02:10:28,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002590,2024-01-09 02:10:59,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002591,2024-01-09 02:11:35,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002592,2024-01-09 02:12:08,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002593,2024-01-09 02:12:28,employee36,198.51.100.210,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee36' in the last 15 min,15,T1110 - Brute Force,1
EVT-002593,2024-01-09 02:12:28,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002594,2024-01-09 02:12:49,employee36,198.51.100.210,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee36' in the last 15 min,15,T1110 - Brute Force,1
EVT-002594,2024-01-09 02:12:49,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002595,2024-01-09 02:13:34,employee36,198.51.100.210,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee36' in the last 15 min,15,T1110 - Brute Force,1
EVT-002595,2024-01-09 02:13:34,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002596,2024-01-09 02:14:09,employee36,198.51.100.210,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee36' in the last 15 min,15,T1110 - Brute Force,1
EVT-002596,2024-01-09 02:14:09,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002597,2024-01-09 02:15:09,employee36,198.51.100.210,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee36' in the last 15 min,15,T1110 - Brute Force,1
EVT-002597,2024-01-09 02:15:09,employee36,198.51.100.210,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002597,2024-01-09 02:15:09,employee36,198.51.100.210,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-773',10,T1078 - Valid Accounts,1
EVT-002598,2024-01-09 02:21:10,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002599,2024-01-09 02:21:31,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002600,2024-01-09 02:22:32,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002601,2024-01-09 02:23:13,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002602,2024-01-09 02:23:48,employee02,203.0.113.44,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'employee02' in the last 15 min,15,T1110 - Brute Force,1
EVT-002602,2024-01-09 02:23:48,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002603,2024-01-09 02:24:04,employee38,192.0.2.99,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-597',10,T1078 - Valid Accounts,1
EVT-002604,2024-01-09 02:24:12,employee02,203.0.113.44,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'employee02' in the last 15 min,15,T1110 - Brute Force,1
EVT-002604,2024-01-09 02:24:12,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002605,2024-01-09 02:24:27,employee38,192.0.2.99,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-597',10,T1078 - Valid Accounts,1
EVT-002606,2024-01-09 02:24:52,employee02,203.0.113.44,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'employee02' in the last 15 min,15,T1110 - Brute Force,1
EVT-002606,2024-01-09 02:24:52,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002607,2024-01-09 02:25:25,employee38,192.0.2.99,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-597',10,T1078 - Valid Accounts,1
EVT-002608,2024-01-09 02:26:02,employee38,192.0.2.99,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-597',10,T1078 - Valid Accounts,1
EVT-002609,2024-01-09 02:26:03,employee02,203.0.113.44,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee02' in the last 15 min,15,T1110 - Brute Force,1
EVT-002609,2024-01-09 02:26:03,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002610,2024-01-09 02:27:02,employee38,192.0.2.99,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002610,2024-01-09 02:27:02,employee38,192.0.2.99,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-597',10,T1078 - Valid Accounts,1
EVT-002611,2024-01-09 02:27:03,employee02,203.0.113.44,vpn-gateway,login,R1,Multiple Failed Logins,8 failed logins for 'employee02' in the last 15 min,15,T1110 - Brute Force,1
EVT-002611,2024-01-09 02:27:03,employee02,203.0.113.44,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002611,2024-01-09 02:27:03,employee02,203.0.113.44,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-778',10,T1078 - Valid Accounts,1
EVT-002615,2024-01-09 02:30:49,employee39,192.0.2.107,vpn-gateway,login,R2,Unusual Login Time,Successful login at 02:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002615,2024-01-09 02:30:49,employee39,192.0.2.107,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-956',10,T1078 - Valid Accounts,1
EVT-002619,2024-01-09 02:33:03,employee02,203.0.113.44,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-002621,2024-01-09 02:35:03,employee02,203.0.113.44,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002623,2024-01-09 02:36:03,employee02,203.0.113.44,app-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'app-server-01',25,T1003 - OS Credential Dumping,1
EVT-002624,2024-01-09 02:37:00,employee02,203.0.113.44,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002625,2024-01-09 02:37:02,employee38,192.0.2.99,mfa-service,mfa_event,R4,New MFA Device Registered,A new MFA device was registered for this account,20,T1098.005 - Account Manipulation: Device Registration,1
EVT-002626,2024-01-09 02:38:14,employee02,203.0.113.44,file-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002627,2024-01-09 02:39:02,employee38,192.0.2.99,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002628,2024-01-09 02:39:10,employee02,203.0.113.44,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002629,2024-01-09 02:40:02,employee38,192.0.2.99,file-server-01,process_start,R8,Credential-Access Activity,Simulated credential-access activity: process 'sim_credential_access_tool' on 'file-server-01',25,T1003 - OS Credential Dumping,1
EVT-002630,2024-01-09 02:40:12,employee02,203.0.113.44,backup-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002632,2024-01-09 02:41:25,employee02,203.0.113.44,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee02' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002633,2024-01-09 02:41:32,employee38,192.0.2.99,hr-portal,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002634,2024-01-09 02:42:59,employee38,192.0.2.99,app-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 5 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002636,2024-01-09 02:44:14,employee38,192.0.2.99,mail-server-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 6 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002637,2024-01-09 02:45:33,employee38,192.0.2.99,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 7 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002638,2024-01-09 02:46:40,employee38,192.0.2.99,dc-01,server_access,R6,Multiple Host Access (Lateral Movement),Access to 8 distinct hosts by 'employee38' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002639,2024-01-09 04:28:18,employee17,10.20.0.18,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002640,2024-01-09 04:33:18,employee17,10.20.0.18,admin-portal,privilege_change,R5,Privilege Escalation,Privilege escalation to 'admin' via 'privilege_change' on 'admin-portal',20,T1098 - Account Manipulation,1
EVT-002641,2024-01-09 04:34:36,admin05,203.0.113.163,vpn-gateway,login,R2,Unusual Login Time,Successful login at 04:00 (outside working hours 08-19),10,T1078 - Valid Accounts,1
EVT-002641,2024-01-09 04:34:36,admin05,203.0.113.163,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-142',10,T1078 - Valid Accounts,1
EVT-002643,2024-01-09 04:38:18,employee17,10.20.0.18,admin-jump-host,server_access,R6,Multiple Host Access (Lateral Movement),Access to 4 distinct hosts by 'employee17' within 10 min (lateral-movement pattern),15,T1021 - Remote Services,1
EVT-002650,2024-01-09 05:35:07,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002651,2024-01-09 05:35:18,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002652,2024-01-09 05:35:41,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002653,2024-01-09 05:36:05,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002654,2024-01-09 05:36:28,admin03,192.0.2.65,vpn-gateway,login,R1,Multiple Failed Logins,5 failed logins for 'admin03' in the last 15 min,15,T1110 - Brute Force,1
EVT-002654,2024-01-09 05:36:28,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002656,2024-01-09 05:36:45,admin03,192.0.2.65,vpn-gateway,login,R1,Multiple Failed Logins,6 failed logins for 'admin03' in the last 15 min,15,T1110 - Brute Force,1
EVT-002656,2024-01-09 05:36:45,admin03,192.0.2.65,vpn-gateway,login,R3,New / Unrecognised Device,Login from a previously unseen device 'DEV-UNKNOWN-911',10,T1078 - Valid Accounts,1
EVT-002657,2024-01-09 05:36:52,admin03,192.0.2.65,vpn-gateway,login,R1,Multiple Failed Logins,7 failed logins for 'admin03' in the last 15 min,15,T1110 - Brute Force,1
